instance_id,feat_1,lime_1,feat_2,lime_2,feat_3,lime_3,feat_4,lime_4,feat_5,lime_5
14,purpose__A41 <= 0.00,-0.16900619638814338,1.00 < checking_status_ordinal <= 3.00,0.09833605327306497,purpose__A40 > 0.00,-0.09257432871712117,0.14 < residence_since <= 1.04,-0.07711311570707945,2.00 < employment_ordinal <= 4.00,0.06576758538205096
15,purpose__A41 <= 0.00,-0.17787598730296628,savings_status_ordinal <= 0.00,-0.11645501642368637,residence_since <= -0.76,0.11120549546134081,1.00 < checking_status_ordinal <= 3.00,0.11081792520904307,purpose__A40 <= 0.00,0.09768436435498151
16,purpose__A41 <= 0.00,-0.16689555199448,residence_since <= -0.76,0.11759508753806959,savings_status_ordinal <= 0.00,-0.1069228026441584,purpose__A40 <= 0.00,0.10563218376187501,employment_ordinal <= 2.00,-0.06384176641727685
17,purpose__A41 <= 0.00,-0.17762949358997457,savings_status_ordinal > 2.00,0.13386570747100707,purpose__A40 <= 0.00,0.10509020143838504,1.00 < checking_status_ordinal <= 3.00,0.09425137838838284,employment_ordinal <= 2.00,-0.0726784762179513
18,purpose__A41 <= 0.00,-0.19295003326194782,savings_status_ordinal > 2.00,0.14787420979856555,residence_since <= -0.76,0.12984950185528935,credit_amount <= -0.67,-0.11323967261742901,1.00 < checking_status_ordinal <= 3.00,0.10393612408616035
19,purpose__A41 > 0.00,0.17437626787335808,duration <= -0.73,0.13288537869390746,purpose__A40 <= 0.00,0.09020876424483684,0.14 < residence_since <= 1.04,-0.08695741387661618,employment_ordinal <= 2.00,-0.07225473737799354
20,purpose__A41 <= 0.00,-0.18522977359085643,duration <= -0.73,0.15263330097897213,savings_status_ordinal <= 0.00,-0.11750072686857525,1.00 < checking_status_ordinal <= 3.00,0.1150816251767501,residence_since <= -0.76,0.11261771714838674
21,purpose__A41 <= 0.00,-0.17244682959887916,savings_status_ordinal > 2.00,0.14830215660912247,duration <= -0.73,0.13950411036886037,residence_since <= -0.76,0.12700620694618714,employment_ordinal <= 2.00,-0.08196953665580647
22,purpose__A41 <= 0.00,-0.1621762954625671,residence_since <= -0.76,0.11609126805392983,savings_status_ordinal <= 0.00,-0.11492547344757317,credit_amount <= -0.67,-0.10754825685871505,purpose__A40 <= 0.00,0.08405381736002895
23,purpose__A41 <= 0.00,-0.1827598740281621,duration <= -0.73,0.1448032932283475,savings_status_ordinal > 2.00,0.1435899134394864,1.00 < checking_status_ordinal <= 3.00,0.11697914420211131,residence_since <= -0.76,0.11281949876743025
24,purpose__A41 <= 0.00,-0.17548804777420152,-0.34 < credit_amount <= 0.25,0.14361813559729875,duration <= -0.73,0.14033795901971313,savings_status_ordinal <= 0.00,-0.11735374548897282,1.00 < checking_status_ordinal <= 3.00,0.1033861234433095
25,purpose__A41 <= 0.00,-0.17946077654766776,duration > 0.26,-0.15160613849846227,savings_status_ordinal <= 0.00,-0.1100750449504009,1.00 < checking_status_ordinal <= 3.00,0.09848077879899367,purpose__A40 <= 0.00,0.09439339184437903
26,purpose__A41 <= 0.00,-0.16540276290358913,savings_status_ordinal > 2.00,0.14544450986314594,duration <= -0.73,0.1426507417888145,credit_amount <= -0.67,-0.1131990121033784,0.14 < residence_since <= 1.04,-0.07837784434320026
27,purpose__A41 > 0.00,0.17823333192493462,savings_status_ordinal <= 0.00,-0.12126978728548965,purpose__A40 <= 0.00,0.09196421875109555,0.14 < residence_since <= 1.04,-0.08725192171585273,employment_ordinal <= 2.00,-0.07502561760963042
28,purpose__A41 <= 0.00,-0.19100763351474204,-0.34 < credit_amount <= 0.25,0.14230245789054102,residence_since <= -0.76,0.12381642021914173,1.00 < checking_status_ordinal <= 3.00,0.10744950120767428,savings_status_ordinal <= 0.00,-0.10552195894182057
29,purpose__A41 <= 0.00,-0.15980212414931463,duration > 0.26,-0.15175869533423048,savings_status_ordinal <= 0.00,-0.1215712333496303,residence_since <= -0.76,0.11785410852759075,purpose__A40 > 0.00,-0.09930240360947239
30,purpose__A41 <= 0.00,-0.17136288182906007,savings_status_ordinal <= 0.00,-0.1290235433884514,1.00 < checking_status_ordinal <= 3.00,0.10315699271747315,purpose__A40 <= 0.00,0.09547692847168071,0.14 < residence_since <= 1.04,-0.07553015321992265
31,purpose__A41 <= 0.00,-0.18169742420981858,-0.34 < credit_amount <= 0.25,0.1436604514578466,duration <= -0.73,0.14019758696196802,residence_since <= -0.76,0.11002977744849196,savings_status_ordinal <= 0.00,-0.10952716976662426
32,purpose__A41 <= 0.00,-0.17661388177355322,duration > 0.26,-0.13192771866342823,1.00 < checking_status_ordinal <= 3.00,0.0991826371638007,0.14 < residence_since <= 1.04,-0.0834219816207269,credit_amount > 0.25,-0.07585038908352217
33,purpose__A41 <= 0.00,-0.17062323966520418,duration <= -0.73,0.13926610657534383,savings_status_ordinal <= 0.00,-0.11706693676502532,1.00 < checking_status_ordinal <= 3.00,0.10427724014746594,residence_since <= -0.76,0.10043946686279001
34,purpose__A41 <= 0.00,-0.17881129079344268,duration > 0.26,-0.12370243873578182,savings_status_ordinal <= 0.00,-0.11362503590048474,purpose__A40 <= 0.00,0.09155330984841521,0.14 < residence_since <= 1.04,-0.08868805536408969
35,purpose__A41 > 0.00,0.17509106224331547,residence_since <= -0.76,0.13281878064694175,duration <= -0.73,0.12869741870039986,purpose__A40 <= 0.00,0.09397236380534443,checking_status_ordinal <= 0.00,-0.08841498566682088
36,purpose__A41 <= 0.00,-0.1845803674526045,duration > 0.26,-0.14851504770739316,residence_since <= -0.76,0.12718768633252428,savings_status_ordinal <= 0.00,-0.1105808621488664,1.00 < checking_status_ordinal <= 3.00,0.09928220622648054
37,purpose__A41 <= 0.00,-0.1727585283521214,-0.34 < credit_amount <= 0.25,0.13750680677708585,savings_status_ordinal <= 0.00,-0.11034651290270032,1.00 < checking_status_ordinal <= 3.00,0.1058839226059357,purpose__A40 <= 0.00,0.09821652021517618
38,purpose__A41 <= 0.00,-0.17790555941611771,savings_status_ordinal > 2.00,0.14792702764958648,purpose__A40 <= 0.00,0.09444494205840553,0.14 < residence_since <= 1.04,-0.07810484216527563,age > 0.49,0.06892609281764031
39,purpose__A41 <= 0.00,-0.18525419259157708,-0.34 < credit_amount <= 0.25,0.15321919726370528,savings_status_ordinal <= 0.00,-0.11699949734444769,residence_since <= -0.76,0.10905489211003612,purpose__A40 <= 0.00,0.10699629120939419
40,purpose__A41 <= 0.00,-0.18539999461474876,duration <= -0.73,0.13493728724408297,1.00 < checking_status_ordinal <= 3.00,0.11478529329054452,savings_status_ordinal <= 0.00,-0.10088253213518433,purpose__A40 > 0.00,-0.09053958379249595
41,purpose__A41 > 0.00,0.18308862037304624,duration > 0.26,-0.14846004356706033,residence_since <= -0.76,0.11495694218634443,savings_status_ordinal <= 0.00,-0.10683919456750855,1.00 < checking_status_ordinal <= 3.00,0.10331994563847863
42,purpose__A41 > 0.00,0.1837913102685967,-0.34 < credit_amount <= 0.25,0.1393442547700362,savings_status_ordinal > 2.00,0.13911699169042924,purpose__A40 <= 0.00,0.09947755543942638,1.00 < checking_status_ordinal <= 3.00,0.09100971744112893
43,purpose__A41 <= 0.00,-0.19636288952782402,savings_status_ordinal <= 0.00,-0.12262683185359646,residence_since <= -0.76,0.11220573367911156,purpose__A40 <= 0.00,0.08803408506518813,checking_status_ordinal <= 0.00,-0.08746622568124361
44,purpose__A41 <= 0.00,-0.19070634556818478,-0.34 < credit_amount <= 0.25,0.1515668428513744,savings_status_ordinal <= 0.00,-0.12313950880442667,checking_status_ordinal <= 0.00,-0.11313267034991924,purpose__A40 > 0.00,-0.09190531455958027
45,purpose__A41 <= 0.00,-0.18226897745910536,duration > 0.26,-0.13654062897884467,purpose__A40 <= 0.00,0.10351143391182063,age > 0.49,0.08252183367772144,2.00 < employment_ordinal <= 4.00,0.07164607812483907
46,purpose__A41 <= 0.00,-0.16977814879298012,-0.34 < credit_amount <= 0.25,0.14818073040695887,savings_status_ordinal > 2.00,0.1408931777470346,residence_since <= -0.76,0.11183755555909111,purpose__A40 <= 0.00,0.089594667363422
47,purpose__A41 <= 0.00,-0.16849852814560837,-0.34 < credit_amount <= 0.25,0.13717001712035123,purpose__A40 <= 0.00,0.11001814661105236,residence_since <= -0.76,0.10325106998655295,1.00 < checking_status_ordinal <= 3.00,0.10212366077757831
48,purpose__A41 <= 0.00,-0.18657007057356598,duration > 0.26,-0.138079186226065,purpose__A40 <= 0.00,0.09420669462806447,credit_amount > 0.25,-0.08757092231692873,2.00 < employment_ordinal <= 4.00,0.06419566087282295
49,purpose__A41 <= 0.00,-0.17985888041012585,savings_status_ordinal <= 0.00,-0.12120036685533034,residence_since <= -0.76,0.1173178221136927,1.00 < checking_status_ordinal <= 3.00,0.11428087003084712,purpose__A40 > 0.00,-0.09461915067673425
50,purpose__A41 > 0.00,0.17190355066658636,savings_status_ordinal > 2.00,0.14920898465918186,duration > 0.26,-0.13557735076723773,residence_since <= -0.76,0.11938244524056404,1.00 < checking_status_ordinal <= 3.00,0.09075197907022708
51,purpose__A41 <= 0.00,-0.18749366537388945,savings_status_ordinal <= 0.00,-0.11755373326663601,residence_since <= -0.76,0.11748665138876133,purpose__A40 > 0.00,-0.10364191028345288,checking_status_ordinal <= 0.00,-0.0944446374774896
52,purpose__A41 <= 0.00,-0.1775558360351995,checking_status_ordinal <= 0.00,-0.11452652171820199,savings_status_ordinal <= 0.00,-0.10616548812135695,purpose__A40 <= 0.00,0.09506236155176814,employment_ordinal <= 2.00,-0.07855516759451014
53,purpose__A41 <= 0.00,-0.16982867602463578,-0.34 < credit_amount <= 0.25,0.14254918664643815,duration <= -0.73,0.14122429562218428,residence_since <= -0.76,0.11268059258791928,1.00 < checking_status_ordinal <= 3.00,0.10835372687142561
54,purpose__A41 <= 0.00,-0.17578139147721547,-0.34 < credit_amount <= 0.25,0.13804108358862172,savings_status_ordinal <= 0.00,-0.13192325132405974,1.00 < checking_status_ordinal <= 3.00,0.10383080591335556,purpose__A40 > 0.00,-0.09265345068796788
55,purpose__A41 <= 0.00,-0.18245717604840994,-0.34 < credit_amount <= 0.25,0.13994692139409678,1.00 < checking_status_ordinal <= 3.00,0.13392805761996585,savings_status_ordinal <= 0.00,-0.11508357555028058,purpose__A40 <= 0.00,0.10142163643130965
56,purpose__A41 <= 0.00,-0.17127467678871602,duration <= -0.73,0.1423803719269731,-0.34 < credit_amount <= 0.25,0.13949918152249957,savings_status_ordinal <= 0.00,-0.11098890971638112,1.00 < checking_status_ordinal <= 3.00,0.09649691997910699
57,purpose__A41 <= 0.00,-0.1685477623250513,duration <= -0.73,0.14067055887416827,residence_since <= -0.76,0.10885542358898956,savings_status_ordinal <= 0.00,-0.09967315126171734,purpose__A40 <= 0.00,0.08427980166760601
58,purpose__A41 <= 0.00,-0.17948102296453905,savings_status_ordinal > 2.00,0.15238100402101223,duration <= -0.73,0.12844496414659737,residence_since <= -0.76,0.12065508945433973,1.00 < checking_status_ordinal <= 3.00,0.10208760108491116
59,purpose__A41 > 0.00,0.16406121769710702,duration > 0.26,-0.13700602327633385,residence_since <= -0.76,0.10991901345845884,savings_status_ordinal <= 0.00,-0.10574171622323332,1.00 < checking_status_ordinal <= 3.00,0.1025588169219805
60,purpose__A41 <= 0.00,-0.18532741974445271,duration <= -0.73,0.13660511517235152,savings_status_ordinal <= 0.00,-0.11954202473579827,credit_amount <= -0.67,-0.11161102962749976,2.00 < employment_ordinal <= 4.00,0.08726059744240161
61,purpose__A41 <= 0.00,-0.18544197680351912,duration <= -0.73,0.13826007507241567,residence_since <= -0.76,0.11720913290560332,credit_amount <= -0.67,-0.11490904761464193,checking_status_ordinal <= 0.00,-0.1028551835577969
62,purpose__A41 <= 0.00,-0.1873013036029598,other_debtors__A103 <= 0.00,-0.15527062542147882,savings_status_ordinal <= 0.00,-0.13224635611503935,1.00 < checking_status_ordinal <= 3.00,0.10696907886707228,purpose__A40 <= 0.00,0.0995897325464046
63,savings_status_ordinal > 2.00,0.15457997220396957,duration > 0.26,-0.1491190744554235,-0.34 < credit_amount <= 0.25,0.13299911452879667,residence_since <= -0.76,0.11480330165794331,1.00 < checking_status_ordinal <= 3.00,0.10869859469982739
64,purpose__A41 <= 0.00,-0.1829436619653676,duration > 0.26,-0.12632543572495614,savings_status_ordinal <= 0.00,-0.11289992139399596,checking_status_ordinal <= 0.00,-0.09995955879014125,purpose__A40 > 0.00,-0.08414936286599232
65,purpose__A41 <= 0.00,-0.17535002685984377,savings_status_ordinal > 2.00,0.16752058812566795,-0.34 < credit_amount <= 0.25,0.1375980870058859,duration <= -0.73,0.12501424734132635,1.00 < checking_status_ordinal <= 3.00,0.10283672608698415
66,purpose__A41 <= 0.00,-0.18391471764113157,savings_status_ordinal > 2.00,0.1536376556635016,residence_since <= -0.76,0.11370754472696602,1.00 < checking_status_ordinal <= 3.00,0.11281783131732902,age > 0.49,0.0847198308438037
67,purpose__A41 <= 0.00,-0.17323579324638555,-0.34 < credit_amount <= 0.25,0.140560548344495,duration <= -0.73,0.13580532063776332,residence_since <= -0.76,0.11559668725507559,savings_status_ordinal <= 0.00,-0.10450257381578218
68,purpose__A41 <= 0.00,-0.1757099957326012,savings_status_ordinal <= 0.00,-0.1223348443738775,checking_status_ordinal <= 0.00,-0.10112918562403507,purpose__A40 <= 0.00,0.07459119191155601,employment_ordinal <= 2.00,-0.06601171824836315
69,purpose__A41 <= 0.00,-0.1847252055925804,duration <= -0.73,0.1432269757216007,savings_status_ordinal <= 0.00,-0.12672067131403308,residence_since <= -0.76,0.11530043011876792,1.00 < checking_status_ordinal <= 3.00,0.10491295488561081
70,purpose__A41 <= 0.00,-0.18377006357698736,duration <= -0.73,0.1564468243395969,savings_status_ordinal <= 0.00,-0.11874254138020147,credit_amount <= -0.67,-0.1178134580625535,1.00 < checking_status_ordinal <= 3.00,0.11188122539973022
71,purpose__A41 <= 0.00,-0.17469534764414885,savings_status_ordinal > 2.00,0.15811730962258183,duration > 0.26,-0.14978754113029033,employment_ordinal <= 2.00,-0.08398421248300753,0.14 < residence_since <= 1.04,-0.08309105515911869
72,purpose__A41 <= 0.00,-0.16407809512630706,savings_status_ordinal > 2.00,0.14574583192885823,residence_since <= -0.76,0.11809486481546062,purpose__A40 <= 0.00,0.09465460987433284,employment_ordinal <= 2.00,-0.06786011571253685
73,purpose__A41 <= 0.00,-0.1749965974021819,duration <= -0.73,0.1258694735680807,savings_status_ordinal <= 0.00,-0.11384255045699938,residence_since <= -0.76,0.11230992543769015,checking_status_ordinal <= 0.00,-0.09554320403637195
74,purpose__A41 <= 0.00,-0.1762310154545206,-0.34 < credit_amount <= 0.25,0.1414436303839336,duration <= -0.73,0.1409014018707027,savings_status_ordinal <= 0.00,-0.10464140687096081,1.00 < checking_status_ordinal <= 3.00,0.10119306338438669
75,purpose__A41 <= 0.00,-0.18023910471680618,purpose__A40 <= 0.00,0.10889026559481711,savings_status_ordinal <= 0.00,-0.10644609351323063,checking_status_ordinal <= 0.00,-0.10286410380908553,0.14 < residence_since <= 1.04,-0.08658438023451856
76,purpose__A41 <= 0.00,-0.1765467000760873,savings_status_ordinal > 2.00,0.1446813747124867,duration <= -0.73,0.1335379940531683,residence_since <= -0.76,0.1233010529213536,credit_amount <= -0.67,-0.11375616146434005
77,purpose__A41 <= 0.00,-0.18824462605699463,other_debtors__A103 <= 0.00,-0.16183575783557858,savings_status_ordinal <= 0.00,-0.11690088702850356,purpose__A40 <= 0.00,0.10468066701681077,0.14 < residence_since <= 1.04,-0.0866916806613096
78,purpose__A41 <= 0.00,-0.16969872338656214,duration <= -0.73,0.13430987462525518,savings_status_ordinal <= 0.00,-0.11954780362272252,residence_since <= -0.76,0.11542344819412739,checking_status_ordinal <= 0.00,-0.09776638672914872
79,purpose__A41 <= 0.00,-0.19505622204880643,duration > 0.26,-0.14497367060396815,savings_status_ordinal <= 0.00,-0.126479399117959,purpose__A40 <= 0.00,0.10417263573932746,checking_status_ordinal <= 0.00,-0.098519482056008
80,purpose__A41 <= 0.00,-0.18148984989619316,savings_status_ordinal <= 0.00,-0.10351219944848035,checking_status_ordinal <= 0.00,-0.10184458071953964,0.14 < residence_since <= 1.04,-0.08432223697366428,2.00 < employment_ordinal <= 4.00,0.07780933250798892
81,purpose__A41 > 0.00,0.17273625078744229,duration > 0.26,-0.136701154036149,savings_status_ordinal <= 0.00,-0.10754807268715219,checking_status_ordinal <= 0.00,-0.09997544181874853,purpose__A40 <= 0.00,0.09455069227255546
82,purpose__A41 <= 0.00,-0.1794976913064107,1.00 < checking_status_ordinal <= 3.00,0.09659396582208034,purpose__A40 > 0.00,-0.08661664027868946,0.14 < residence_since <= 1.04,-0.07159190559918302,2.00 < employment_ordinal <= 4.00,0.07081724276974126
83,purpose__A41 <= 0.00,-0.17124884638535068,-0.34 < credit_amount <= 0.25,0.15772248523517668,savings_status_ordinal <= 0.00,-0.11487097460405542,checking_status_ordinal <= 0.00,-0.11144627937690028,0.14 < residence_since <= 1.04,-0.09389426567870292
84,purpose__A41 <= 0.00,-0.18592915391158255,duration <= -0.73,0.1377819247468099,checking_status_ordinal <= 0.00,-0.1122868519761513,savings_status_ordinal <= 0.00,-0.11196313954030332,0.14 < residence_since <= 1.04,-0.08233842228046843
85,purpose__A41 <= 0.00,-0.18323822152119254,-0.34 < credit_amount <= 0.25,0.14950638321520862,duration <= -0.73,0.13469915003996838,savings_status_ordinal <= 0.00,-0.12605659699213947,1.00 < checking_status_ordinal <= 3.00,0.10918660980877559
86,purpose__A41 <= 0.00,-0.17722126724314657,duration > 0.26,-0.14839188228126304,savings_status_ordinal <= 0.00,-0.12079044420517435,checking_status_ordinal <= 0.00,-0.10829218208779466,purpose__A40 <= 0.00,0.08476599881313664
87,purpose__A41 <= 0.00,-0.1803933105991192,duration > 0.26,-0.1409018996093458,credit_amount <= -0.67,-0.1165650053128461,1.00 < checking_status_ordinal <= 3.00,0.11225298742393433,purpose__A40 > 0.00,-0.09520334409582734
88,purpose__A41 <= 0.00,-0.17417929312669353,duration > 0.26,-0.1532822087034403,residence_since <= -0.76,0.11617593887918158,savings_status_ordinal <= 0.00,-0.11275589404824705,1.00 < checking_status_ordinal <= 3.00,0.11203894328348278
89,purpose__A41 <= 0.00,-0.19048500501245821,duration <= -0.73,0.13551345311214896,savings_status_ordinal <= 0.00,-0.11168637747472958,credit_amount <= -0.67,-0.08433496109153117,purpose__A40 <= 0.00,0.08310098761992953
90,purpose__A41 <= 0.00,-0.1676295396651033,savings_status_ordinal <= 0.00,-0.11693400796034786,checking_status_ordinal <= 0.00,-0.10065822201602301,purpose__A40 <= 0.00,0.09751470330292465,2.00 < employment_ordinal <= 4.00,0.07278178039559746
91,purpose__A41 <= 0.00,-0.18875360378554665,duration <= -0.73,0.12142374956284616,savings_status_ordinal <= 0.00,-0.11548766373561209,residence_since <= -0.76,0.11276886467386454,1.00 < checking_status_ordinal <= 3.00,0.09267423539840354
92,purpose__A41 <= 0.00,-0.1930634263542611,duration > 0.26,-0.15313201774882126,savings_status_ordinal <= 0.00,-0.11621083419631734,purpose__A40 <= 0.00,0.09176570995202105,employment_ordinal <= 2.00,-0.0805138643493484
93,purpose__A41 <= 0.00,-0.17965752085380443,duration <= -0.73,0.13366184226004932,residence_since <= -0.76,0.11188102629391654,savings_status_ordinal <= 0.00,-0.10758473354422417,1.00 < checking_status_ordinal <= 3.00,0.10404291413131499
94,purpose__A41 <= 0.00,-0.1885599130834882,-0.34 < credit_amount <= 0.25,0.14119931564719881,savings_status_ordinal > 2.00,0.14029442387086977,residence_since <= -0.76,0.10769825633779898,purpose__A40 <= 0.00,0.10564987070290131
95,purpose__A41 <= 0.00,-0.18719121584644052,duration <= -0.73,0.12750697372743675,savings_status_ordinal <= 0.00,-0.12225891025202303,residence_since <= -0.76,0.11101479806087142,checking_status_ordinal <= 0.00,-0.09959391680438943
96,purpose__A41 <= 0.00,-0.17138187749956715,duration > 0.26,-0.14225190148263875,savings_status_ordinal <= 0.00,-0.12450822570794598,residence_since <= -0.76,0.10765454085871712,purpose__A40 > 0.00,-0.09962069119702015
97,purpose__A41 <= 0.00,-0.1708971719622611,savings_status_ordinal <= 0.00,-0.127993847550711,purpose__A40 > 0.00,-0.10806182368425515,checking_status_ordinal <= 0.00,-0.10777119711012989,0.14 < residence_since <= 1.04,-0.07347531790562699
98,purpose__A41 <= 0.00,-0.19360397926529546,duration <= -0.73,0.13544224670850996,savings_status_ordinal <= 0.00,-0.12008910507323964,residence_since <= -0.76,0.11119109554730205,credit_amount <= -0.67,-0.10834944252256187
99,purpose__A41 <= 0.00,-0.1686984754581844,-0.34 < credit_amount <= 0.25,0.14192351787250415,savings_status_ordinal <= 0.00,-0.11800561422259499,residence_since <= -0.76,0.11599043277908398,checking_status_ordinal <= 0.00,-0.09379819556776493
100,purpose__A41 <= 0.00,-0.17099400560960373,-0.34 < credit_amount <= 0.25,0.15670273298191492,duration <= -0.73,0.1261307340431452,savings_status_ordinal <= 0.00,-0.12128805156843976,1.00 < checking_status_ordinal <= 3.00,0.10926804654267254
101,purpose__A41 > 0.00,0.18499381871442377,duration > 0.26,-0.15627824259538056,savings_status_ordinal <= 0.00,-0.12257088922852892,residence_since <= -0.76,0.11737053583586729,checking_status_ordinal <= 0.00,-0.10310071056759863
102,purpose__A41 > 0.00,0.1848966312306733,savings_status_ordinal > 2.00,0.15927058414048867,-0.34 < credit_amount <= 0.25,0.14613888073066592,0.14 < residence_since <= 1.04,-0.08909466195609188,2.00 < employment_ordinal <= 4.00,0.0729261994784547
103,purpose__A41 > 0.00,0.1779097243654128,purpose__A40 <= 0.00,0.10189401154576873,0.14 < residence_since <= 1.04,-0.09019030519965296,credit_history__A34 <= 0.00,-0.06729124225353737,employment_ordinal <= 2.00,-0.06261930871229343
104,purpose__A41 <= 0.00,-0.18429969844635777,duration <= -0.73,0.12925218659904575,savings_status_ordinal <= 0.00,-0.11694534559351902,1.00 < checking_status_ordinal <= 3.00,0.10334146123570095,0.14 < residence_since <= 1.04,-0.08710146962871929
105,purpose__A41 <= 0.00,-0.18249178281936576,savings_status_ordinal > 2.00,0.14460696069771828,residence_since <= -0.76,0.10901479857184496,credit_amount <= -0.67,-0.10791863512768837,1.00 < checking_status_ordinal <= 3.00,0.09931973673816781
106,purpose__A41 <= 0.00,-0.17832437552665087,savings_status_ordinal > 2.00,0.15297901153783855,duration <= -0.73,0.13385889396715298,credit_amount <= -0.67,-0.1154816991122013,purpose__A40 > 0.00,-0.0984582493774615
107,purpose__A41 <= 0.00,-0.17134644867757062,duration <= -0.73,0.1336006310491829,residence_since <= -0.76,0.11705944990208811,1.00 < checking_status_ordinal <= 3.00,0.10623206516345451,purpose__A40 <= 0.00,0.09040544301289667
108,purpose__A41 <= 0.00,-0.17564399297527955,duration > 0.26,-0.1446714574637237,residence_since <= -0.76,0.12090926527711013,savings_status_ordinal <= 0.00,-0.1193461574790686,1.00 < checking_status_ordinal <= 3.00,0.10967674243670136
109,purpose__A41 <= 0.00,-0.18121144317510196,savings_status_ordinal > 2.00,0.14478853156352825,duration > 0.26,-0.14259513506207572,1.00 < checking_status_ordinal <= 3.00,0.10558795250104176,0.14 < residence_since <= 1.04,-0.08970135985840148
110,purpose__A41 <= 0.00,-0.1662403703341996,duration <= -0.73,0.12439094004868793,residence_since <= -0.76,0.11776534196780632,savings_status_ordinal <= 0.00,-0.11581614162144596,1.00 < checking_status_ordinal <= 3.00,0.10620413564178219
111,purpose__A41 <= 0.00,-0.18738390242088296,savings_status_ordinal > 2.00,0.1555844836754689,-0.34 < credit_amount <= 0.25,0.13705017178118198,duration <= -0.73,0.13370665277771507,1.00 < checking_status_ordinal <= 3.00,0.09653225675282605
112,purpose__A41 <= 0.00,-0.16748068984630224,duration <= -0.73,0.12355601385136639,savings_status_ordinal <= 0.00,-0.10202489970078535,purpose__A40 <= 0.00,0.09846913663915353,0.14 < residence_since <= 1.04,-0.07513656232665061
113,purpose__A41 <= 0.00,-0.17582639658737664,savings_status_ordinal <= 0.00,-0.11636049619669091,purpose__A40 <= 0.00,0.09079587579246759,age > 0.49,0.08503249835839284,0.14 < residence_since <= 1.04,-0.07749943014055029
