idx,mode,decision,prob,explanation,factors,top_features,asp_pass,violations,violation_count
165,llm_only,approve,0.6365014405347739,"The decision to approve your application is based on a probability score of 0.637, indicating a moderate level of confidence in your creditworthiness. This suggests that, overall, your financial profile aligns positively with the criteria for approval.","[""age"", ""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""ord__employment""]","[[""ord__checking_status"", 0.1376840186917377], [""num__duration"", -0.09498092657414334], [""num__credit_amount"", -0.07991303340257806], [""num__age"", -0.07891018538177058], [""ord__employment"", 0.02189809906406274]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
78,llm_only,approve,0.5789649052513453,"The decision to approve is based on a probability score of 0.579, indicating a moderate likelihood of positive outcomes. This suggests that while there are some risks, the overall assessment leans towards a favorable result, making approval a reasonable choice.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.11269621799299959], [""cat__credit_history_A34"", 0.060643925601681505], [""cat__purpose_A40"", -0.05606147998638044], [""num__credit_amount"", 0.03268757468455442], [""ord__savings_status"", -0.023808720472203858]]",False,"[""violation(missing_required(income))""]",1
186,llm_only,reject,0.39536938840518243,"Your application has been rejected because the likelihood of approval is low, with a score of 0.395. This indicates that, based on the information provided, there are significant concerns that affect your creditworthiness. We encourage you to review your financial situation and consider reapplying in the future.","[""age"", ""credit_history"", ""credit_history_a"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A40"", -0.08269707736352028], [""ord__checking_status"", -0.0822907588927772], [""ord__savings_status"", -0.03080142863858799], [""cat__credit_history_A34"", -0.024806429005670094], [""num__age"", -0.01923873038045963]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
177,llm_only,approve,0.5823476835973064,"The decision to approve is based on a probability score of 0.582, indicating a moderate likelihood of a positive outcome. This suggests that while there are some risks, the overall assessment leans towards a favorable evaluation. Therefore, moving forward with the approval aligns with the potential for success.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""housing_a"", ""ord__checking_status""]","[[""ord__checking_status"", -0.0499459285221313], [""num__credit_amount"", -0.040453304179937255], [""cat__housing_A151"", -0.02861408487495038], [""cat__credit_history_A34"", -0.025149514611316672], [""cat__housing_A152"", -0.02197214753388328]]",False,"[""violation(missing_required(income))""]",1
56,llm_only,approve,0.8465629346376403,"The decision to approve your application is based on a strong likelihood of positive outcomes, with a probability score of 0.847. This indicates that there is a high confidence in your ability to meet the necessary criteria. Overall, your profile aligns well with the approval standards.","[""age"", ""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""ord__checking_status""]","[[""ord__checking_status"", 0.07178828811345517], [""num__duration"", 0.04167099269614354], [""num__age"", -0.033901074395396365], [""num__credit_amount"", 0.024068194394542827], [""cat__credit_history_A34"", -0.019217074687890988]]",False,"[""violation(missing_required(income))""]",1
152,llm_only,approve,0.703147337408604,"The decision to approve your application is based on a strong likelihood of positive outcomes, with a probability score of 0.703. This indicates that there is a good chance you will meet the necessary criteria and fulfill your obligations. Overall, the assessment suggests a favorable view of your creditworthiness.","[""age"", ""credit_amount"", ""debt"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.09840270892992872], [""ord__savings_status"", 0.07580237846393152], [""num__credit_amount"", 0.04287525550907265], [""num__age"", -0.0407704326877448], [""cat__purpose_A40"", 0.018583824985484495]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
82,llm_only,approve,0.7353915535666091,"The decision to approve is based on a strong likelihood of positive outcomes, with a probability score of 0.735 indicating a favorable assessment. This suggests that the applicant is likely to meet the necessary criteria for approval.","[""age"", ""credit_history"", ""credit_history_a"", ""housing_a"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.1202554004502003], [""cat__purpose_A40"", -0.03867160738244253], [""cat__housing_A152"", -0.027057572123657305], [""cat__credit_history_A34"", -0.02014435479591689], [""num__age"", 0.019619743780606023]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
68,llm_only,reject,0.3959929066331231,"The decision to reject your application is based on a low probability of approval, which stands at 39.6%. This indicates that the factors considered do not strongly support a favorable outcome at this time.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a""]","[[""ord__checking_status"", -0.11686278178356234], [""cat__credit_history_A31"", -0.0559368261316265], [""ord__savings_status"", -0.04085679607680227], [""cat__other_installment_plans_A143"", -0.03435301983900508], [""num__credit_amount"", 0.02206654212712317]]",False,"[""violation(missing_required(income))""]",1
124,llm_only,approve,0.7762461711945866,"The decision to approve your application is based on a strong likelihood of success, with a probability score of 0.776. This indicates that there is a high confidence in your ability to meet the necessary criteria. Overall, your profile aligns well with the approval standards.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""installment_rate"", ""ord__checking_status"", ""ord__savings_status""]","[[""ord__checking_status"", 0.11041029251167954], [""cat__credit_history_A31"", -0.06620584259082665], [""ord__savings_status"", 0.028328226302570324], [""num__installment_rate"", -0.02469469863586041], [""num__credit_amount"", 0.023603616410905512]]",False,"[""violation(missing_required(income))""]",1
16,llm_only,approve,0.5990117855255634,"The decision to approve is based on a probability score of 0.599, indicating a moderate likelihood of positive outcomes. This suggests that while there are some risks, the overall assessment leans towards a favorable approval.","[""credit_amount"", ""debt"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", -0.0583537195938797], [""ord__employment"", -0.041213000116292677], [""ord__savings_status"", -0.040328097177063225], [""num__installment_rate"", 0.02822446995099241], [""num__credit_amount"", -0.01675117587385092]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
148,llm_only,approve,0.7039299361140078,"The decision to approve your application is based on a strong likelihood of positive outcomes, with a probability score of 0.704. This indicates that there is a good chance you will meet the necessary criteria for approval. Overall, the assessment suggests confidence in your ability to manage the credit effectively.","[""age"", ""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""ord__employment""]","[[""ord__checking_status"", -0.056424536055155884], [""num__duration"", 0.03950328364407122], [""num__age"", -0.03129112019088485], [""ord__employment"", -0.024751301877564358], [""num__credit_amount"", 0.02041820161417571]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
93,llm_only,approve,0.7476257507779084,"The decision to approve is based on a strong likelihood of positive outcomes, with a probability score of 0.748 indicating a favorable assessment. This suggests that the applicant is likely to meet the necessary criteria for approval. Overall, the assessment reflects confidence in the applicant's ability to fulfill their obligations.","[""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""property_a"", ""purpose_a""]","[[""ord__checking_status"", 0.11465140311993262], [""cat__purpose_A46"", -0.06499011210063314], [""num__duration"", 0.04164329461374431], [""cat__property_A124"", -0.03567645035604147], [""num__credit_amount"", 0.027250343857447536]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
65,llm_only,approve,0.8729182789942455,"The decision to approve is based on a high probability score of 0.873, indicating strong confidence in the applicant's ability to meet the necessary criteria. This suggests that the applicant is likely to fulfill their obligations successfully.","[""credit_amount"", ""debt"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", 0.10155711233169842], [""ord__savings_status"", 0.0461090088956091], [""cat__property_A124"", -0.03453005004412177], [""ord__employment"", -0.03388309127886714], [""num__credit_amount"", 0.03227876114064369]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
60,llm_only,approve,0.6091222489635537,"The decision to approve your application is based on a probability score of 0.609, indicating a moderate likelihood of positive outcomes. This suggests that your profile aligns well with the criteria for approval, making it a reasonable choice to move forward.","[""credit_history"", ""credit_history_a"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A46"", -0.05423375539889076], [""ord__checking_status"", -0.052574001899], [""num__duration"", 0.045667807405238896], [""ord__savings_status"", -0.031196925651232412], [""cat__credit_history_A34"", -0.027357099632742698]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
84,llm_only,approve,0.5780254619390245,"The decision to approve is based on a probability score of 0.578, indicating a slightly favorable outlook for the application. This suggests that there is a reasonable level of confidence in the applicant's ability to meet the necessary criteria. Overall, the assessment leans towards a positive outcome.","[""credit_history"", ""credit_history_a"", ""ord__checking_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", -0.06279534752477631], [""cat__other_installment_plans_A143"", -0.055221232308886155], [""cat__purpose_A40"", -0.05073520055754752], [""cat__credit_history_A34"", 0.043044994286018205], [""cat__other_installment_plans_A141"", -0.039581730955403016]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
67,llm_only,approve,0.9489330620667016,"The decision to approve your application is based on a high probability score of 0.949, indicating a strong likelihood of positive outcomes. This suggests that you meet the necessary criteria and are considered a low risk for default. Overall, your profile aligns well with the approval standards.","[""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""other_debtors_a"", ""purpose_a""]","[[""num__duration"", 0.07437622397907208], [""cat__other_debtors_A103"", 0.04170349871523662], [""num__credit_amount"", 0.03554614118989977], [""ord__checking_status"", -0.03256637622803561], [""cat__purpose_A43"", 0.020522791601344268]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
125,llm_only,approve,0.574522021831144,"The decision to approve is based on a probability score of 0.575, indicating a moderate likelihood of a positive outcome. This suggests that while there are some risks, the overall assessment leans towards a favorable evaluation. Therefore, the application is considered acceptable for approval.","[""debt"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", -0.06359624137975527], [""ord__savings_status"", 0.056113334871773196], [""ord__employment"", -0.045990177344700636], [""cat__property_A124"", -0.04374431533478866], [""num__installment_rate"", 0.03902506550023215]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
132,llm_only,approve,0.9243630075335875,"The decision to approve your application is based on a high probability score of 0.924, indicating strong confidence in your ability to meet the necessary criteria. This suggests that you are likely to fulfill your obligations successfully, making you a good candidate for approval.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", 0.11684981581958769], [""cat__credit_history_A34"", 0.04193148961931481], [""num__credit_amount"", -0.02589830485143808], [""ord__employment"", 0.019694192529942384], [""ord__savings_status"", -0.017802754461955988]]",False,"[""violation(missing_required(income))""]",1
9,llm_only,approve,0.7481214953787391,"The decision to approve is based on a strong likelihood of positive outcomes, with a probability score of 0.748. This indicates that there is a significant chance that the applicant will meet the necessary criteria and fulfill their obligations. Overall, the assessment suggests confidence in the applicant's ability to succeed.","[""credit_history"", ""credit_history_a"", ""ord__checking_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", 0.09880435734393529], [""cat__credit_history_A31"", -0.04302083599637809], [""cat__other_installment_plans_A143"", -0.04280235687056394], [""cat__other_installment_plans_A141"", -0.03816789808086641], [""cat__purpose_A43"", 0.03284589792751226]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
18,llm_only,approve,0.8436269878409228,"The decision to approve your application is based on a strong likelihood of success, with a probability score of 0.844. This indicates that there is a high level of confidence in your ability to meet the necessary criteria. Overall, your profile aligns well with the approval standards.","[""credit_amount"", ""debt"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""other_installment_plans_a""]","[[""ord__checking_status"", 0.10514809430674199], [""ord__savings_status"", 0.05506868258965701], [""cat__other_installment_plans_A143"", -0.04745387477073922], [""num__credit_amount"", -0.026848678933058777], [""ord__employment"", 0.01760924388981201]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
55,llm_only,approve,0.7897850864602415,"The decision to approve your application is based on a strong likelihood of positive outcomes, with a probability score of 0.790. This indicates that there is a high level of confidence in your ability to meet the necessary criteria. Overall, your profile aligns well with the approval standards.","[""credit_history"", ""credit_history_a"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", 0.11372895550409856], [""ord__employment"", -0.06239318227604097], [""cat__credit_history_A33"", -0.024809886539563324], [""ord__savings_status"", -0.023052712668057113], [""cat__purpose_A43"", 0.021046522023884646]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
75,llm_only,approve,0.5077755871206426,"The decision to approve your application is based on a probability score of 0.508, indicating a slight edge towards approval. This suggests that while the outcome is close, there is enough confidence in your application to move forward.","[""credit_history"", ""credit_history_a"", ""ord__checking_status"", ""ord__savings_status"", ""other_debtors_a"", ""property_a""]","[[""ord__checking_status"", -0.08045507955039839], [""cat__credit_history_A31"", -0.048124761481310493], [""cat__property_A124"", -0.04245228799967318], [""cat__other_debtors_A102"", -0.02980663801535981], [""ord__savings_status"", -0.02788018158916794]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
150,llm_only,reject,0.45981949471605804,"The decision to reject your application is based on a probability score of 0.460, which indicates a lower likelihood of approval. This score suggests that the application does not meet the necessary criteria for approval at this time.","[""age"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", -0.10713875565683752], [""cat__purpose_A43"", 0.03967447704022502], [""cat__other_installment_plans_A143"", -0.03534499616154641], [""ord__savings_status"", -0.027385002017342355], [""num__age"", -0.025257974705870455]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))"", ""violation(missing_required(credit_history))""]",3
104,llm_only,approve,0.8533848160516516,"The decision to approve is based on a strong likelihood of positive outcomes, with an approval probability of 0.853. This high score indicates a favorable assessment of the application, suggesting that the applicant is likely to meet the necessary criteria for approval.","[""age"", ""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.09479530681971653], [""num__credit_amount"", -0.06181404050161612], [""cat__credit_history_A34"", 0.04109137346427028], [""num__age"", 0.02890547808575313], [""cat__purpose_A40"", -0.02288241351266795]]",False,"[""violation(missing_required(income))""]",1
135,llm_only,reject,0.49647598506002943,"The decision to reject the application is based on a probability score of 0.496, which indicates that there is not enough confidence to approve it. This score suggests that the applicant does not meet the necessary criteria for approval at this time.","[""age"", ""credit_amount"", ""debt"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A40"", -0.0708681614869523], [""ord__checking_status"", -0.05491941424764413], [""num__age"", -0.04937089919087311], [""ord__savings_status"", 0.041276147445762836], [""num__credit_amount"", -0.03146134838459092]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
137,llm_only,approve,0.6054354237202365,"The decision to approve is based on a probability score of 0.605, indicating a moderate likelihood of positive outcomes. This suggests that the applicant meets the necessary criteria to be considered a suitable candidate for credit. Overall, the assessment leans towards a favorable evaluation.","[""age"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""property_a""]","[[""num__duration"", -0.09508179384611094], [""ord__savings_status"", 0.08384856362358556], [""ord__checking_status"", -0.040356618370179335], [""num__age"", 0.020514056364556006], [""cat__property_A124"", -0.019681643141751436]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))"", ""violation(missing_required(credit_history))""]",3
164,llm_only,reject,0.3574678340949778,"The decision to reject your application is based on a low probability of approval, which is 0.357. This indicates that the factors considered do not strongly support a positive outcome at this time. We encourage you to review your financial situation and consider reapplying in the future.","[""credit_history"", ""credit_history_a"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", -0.10925243918168276], [""cat__purpose_A40"", -0.04988182943423778], [""cat__credit_history_A30"", -0.040800490027414545], [""cat__other_installment_plans_A143"", -0.035271642828148576], [""ord__savings_status"", -0.031242731322250566]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
76,llm_only,reject,0.46986068805921755,"The decision to reject the application is based on a probability score of 0.470, indicating that there is a lower likelihood of approval. This score suggests that the applicant does not meet the necessary criteria for credit at this time.","[""credit_history"", ""credit_history_a"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__savings_status"", 0.07052159006488938], [""ord__checking_status"", -0.051220367328308765], [""num__duration"", 0.05102305255238218], [""cat__credit_history_A31"", -0.0476384557216352], [""cat__purpose_A46"", -0.03280959481795283]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
79,llm_only,approve,0.5726867976662732,"The decision to approve is based on a probability score of 0.573, indicating a moderate likelihood of positive outcomes. This suggests that the applicant meets the necessary criteria to be considered a suitable candidate for approval. Overall, the assessment leans towards a favorable decision.","[""age"", ""credit_history"", ""credit_history_a"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", -0.0673682527024761], [""cat__credit_history_A30"", -0.050872289178234414], [""ord__savings_status"", -0.03158935926671803], [""num__age"", 0.026348086834179947], [""ord__employment"", -0.024242152182212016]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))""]",2
197,llm_only,approve,0.7238339496544521,"The decision to approve your application is based on a strong likelihood of positive outcomes, with a probability score of 0.724. This indicates that there is a good chance you will meet the necessary criteria for approval. Overall, your profile aligns well with the requirements for a favorable decision.","[""credit_amount"", ""debt"", ""ord__checking_status"", ""ord__savings_status"", ""property_a"", ""purpose_a""]","[[""ord__savings_status"", 0.06027965368796869], [""cat__purpose_A41"", 0.059675426991874184], [""ord__checking_status"", -0.0578958697699373], [""cat__property_A124"", -0.047031159500357064], [""num__credit_amount"", -0.04627919057526336]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
38,llm_only,approve,0.9306837728863305,"The decision to approve your application is based on a high probability score of 0.931, indicating strong confidence in your creditworthiness. This suggests that you are likely to meet the repayment obligations associated with the credit.","[""age"", ""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""ord__checking_status"", ""ord__savings_status""]","[[""ord__checking_status"", -0.0371928802640445], [""ord__savings_status"", 0.03128243975732675], [""num__age"", 0.029754007192906107], [""cat__credit_history_A34"", 0.028531223186585377], [""num__credit_amount"", 0.022460705323669374]]",False,"[""violation(missing_required(income))""]",1
24,llm_only,approve,0.7740514387008997,"The decision to approve is based on a strong likelihood of positive outcomes, with a probability score of 0.774. This indicates that there is a high level of confidence in the applicant's ability to meet the necessary criteria. Overall, the assessment suggests that approving this application is a favorable choice.","[""credit_amount"", ""debt"", ""duration"", ""installment_rate"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.07470881995932674], [""num__duration"", 0.04800101381557643], [""cat__purpose_A40"", -0.0459157397299969], [""num__credit_amount"", 0.03175464237879205], [""num__installment_rate"", 0.0182924546481236]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
122,llm_only,approve,0.911135675213416,"The decision to approve your application is based on a high probability score of 0.911, indicating strong confidence in your ability to meet the necessary criteria. This suggests that you are likely to fulfill your financial obligations successfully.","[""age"", ""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.12811586458215327], [""num__credit_amount"", 0.026239075603982802], [""cat__purpose_A40"", -0.022616445990154103], [""num__age"", 0.02238658817577456], [""num__duration"", 0.021204202544045005]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
195,llm_only,approve,0.7469089812148636,"The decision to approve is based on a strong likelihood of positive outcomes, with a probability score of 0.747 indicating a favorable assessment. This suggests that the applicant is likely to meet the necessary criteria for approval, making it a reasonable choice to proceed.","[""credit_amount"", ""debt"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a""]","[[""cat__other_installment_plans_A141"", -0.04345211080897699], [""cat__other_installment_plans_A143"", -0.042276426533278164], [""ord__savings_status"", 0.031019543886376278], [""ord__checking_status"", -0.02450916997227941], [""num__credit_amount"", 0.023338807609319216]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
